run	family	rung	round	N	scale_lo	scale_hi	printed_MAD	max_z	limit	margin	state	verdict
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.00	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	INERT	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.00	2	8	0.181659	0.181835	0.1817	2.1640	2.1270	1.0174	INERT	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.00	3	7	0.0507412	0.0507782	0.0508	6.7790	2.0200	3.3559	INERT	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.25	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	RESOLVED	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.25	2	8	0.181659	0.181835	0.1817	2.1640	2.1270	1.0174	RESOLVED	KEEP
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	0.50	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	RESOLVED	KEEP
CWhiteFocus_AutoFocus_20220429_000244_attempt01	A	1.00	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	RESOLVED	KEEP
CWhiteFocus_AutoFocus_20220429_000244_attempt01	B	0.50	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	INERT	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	B	0.50	2	8	0.181659	0.181835	0.1817	2.1640	2.1270	1.0174	INERT	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	B	0.50	3	7	0.0507412	0.0507782	0.0508	6.7790	2.0200	3.3559	RESOLVED	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	B	1.00	1	9	0.246701	0.24685	0.2468	2.8410	2.2150	1.2826	RESOLVED	REJECT
CWhiteFocus_AutoFocus_20220429_000244_attempt01	B	1.00	2	8	0.181659	0.181835	0.1817	2.1640	2.1270	1.0174	RESOLVED	KEEP
D01_ultrawide_40mm	A	0.00	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	INERT	REJECT
D01_ultrawide_40mm	A	0.00	2	7	0.0569767	0.0569811	0.0570	32.6780	2.0200	16.1772	INERT	REJECT
D01_ultrawide_40mm	A	0.00	3	6	0.0563425	0.0563508	0.0563	22.6000	1.8870	11.9767	INERT	REJECT
D01_ultrawide_40mm	A	0.25	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	INERT	REJECT
D01_ultrawide_40mm	A	0.25	2	7	0.0569767	0.0569811	0.0570	32.6780	2.0200	16.1772	RESOLVED	REJECT
D01_ultrawide_40mm	A	0.25	3	6	0.0563425	0.0563508	0.0563	22.6000	1.8870	11.9767	RESOLVED	REJECT
D01_ultrawide_40mm	A	0.50	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	INERT	REJECT
D01_ultrawide_40mm	A	0.50	2	7	0.0569767	0.0569811	0.0570	32.6780	2.0200	16.1772	RESOLVED	REJECT
D01_ultrawide_40mm	A	0.50	3	6	0.0563425	0.0563508	0.0563	22.6000	1.8870	11.9767	RESOLVED	REJECT
D01_ultrawide_40mm	A	1.00	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	RESOLVED	KEEP
D01_ultrawide_40mm	B	0.50	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	INERT	REJECT
D01_ultrawide_40mm	B	0.50	2	7	0.0569767	0.0569811	0.0570	32.6780	2.0200	16.1772	RESOLVED	REJECT
D01_ultrawide_40mm	B	0.50	3	6	0.0563425	0.0563508	0.0563	22.6000	1.8870	11.9767	RESOLVED	REJECT
D01_ultrawide_40mm	B	1.00	1	8	0.988302	0.988588	0.9885	2.1280	2.1270	1.0005	RESOLVED	REJECT
D01_ultrawide_40mm	B	1.00	2	7	0.0569767	0.0569811	0.0570	32.6780	2.0200	16.1772	RESOLVED	KEEP
D02_rich_135mm	A	0.00	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	INERT	KEEP
D02_rich_135mm	A	0.25	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	INERT	KEEP
D02_rich_135mm	A	0.50	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	INERT	KEEP
D02_rich_135mm	A	1.00	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	RESOLVED	KEEP
D02_rich_135mm	B	0.50	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	INERT	KEEP
D02_rich_135mm	B	1.00	1	8	0.701611	0.701989	0.7018	2.0370	2.1270	0.9577	RESOLVED	KEEP
D03_redcat_250mm	A	0.00	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	INERT	KEEP
D03_redcat_250mm	A	0.25	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	INERT	KEEP
D03_redcat_250mm	A	0.50	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	INERT	KEEP
D03_redcat_250mm	A	1.00	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	INERT	KEEP
D03_redcat_250mm	B	0.50	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	INERT	KEEP
D03_redcat_250mm	B	1.00	1	9	1.8064	1.80814	1.8069	1.1550	2.2150	0.5214	RESOLVED	KEEP
D04_esprit_550mm	A	0.00	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	INERT	KEEP
D04_esprit_550mm	A	0.25	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	INERT	KEEP
D04_esprit_550mm	A	0.50	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	RESOLVED	KEEP
D04_esprit_550mm	A	1.00	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	RESOLVED	KEEP
D04_esprit_550mm	B	0.50	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	INERT	KEEP
D04_esprit_550mm	B	1.00	1	9	0.382214	0.382637	0.3824	1.3770	2.2150	0.6217	RESOLVED	KEEP
D05_tec140_1000mm	A	0.00	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	INERT	KEEP
D05_tec140_1000mm	A	0.25	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	RESOLVED	KEEP
D05_tec140_1000mm	A	0.50	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	RESOLVED	KEEP
D05_tec140_1000mm	A	1.00	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	RESOLVED	KEEP
D05_tec140_1000mm	B	0.50	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	INERT	KEEP
D05_tec140_1000mm	B	1.00	1	9	0.130716	0.130986	0.1309	1.2220	2.2150	0.5517	RESOLVED	KEEP
D06_sparse_1000mm	A	0.00	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	INERT	KEEP
D06_sparse_1000mm	A	0.25	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	RESOLVED	KEEP
D06_sparse_1000mm	A	0.50	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	RESOLVED	KEEP
D06_sparse_1000mm	A	1.00	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	RESOLVED	KEEP
D06_sparse_1000mm	B	0.50	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	INERT	KEEP
D06_sparse_1000mm	B	1.00	1	9	0.246257	0.246683	0.2465	1.0480	2.2150	0.4731	RESOLVED	KEEP
D07_rc10_2000mm	A	0.00	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	INERT	KEEP
D07_rc10_2000mm	A	0.25	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	RESOLVED	KEEP
D07_rc10_2000mm	A	0.50	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	RESOLVED	KEEP
D07_rc10_2000mm	A	1.00	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	RESOLVED	KEEP
D07_rc10_2000mm	B	0.50	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	INERT	KEEP
D07_rc10_2000mm	B	1.00	1	9	0.0561555	0.056377	0.0563	1.1570	2.2150	0.5223	RESOLVED	KEEP
D08_c11_2800mm	A	0.00	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	INERT	REJECT
D08_c11_2800mm	A	0.00	2	8	0.0476428	0.0477026	0.0477	4.1030	2.1270	1.9290	INERT	REJECT
D08_c11_2800mm	A	0.00	3	7	0.000222414	0.000222796	0.0002	503.5640	2.0200	249.2891	INERT	REJECT
D08_c11_2800mm	A	0.25	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	RESOLVED	KEEP
D08_c11_2800mm	A	0.50	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	RESOLVED	KEEP
D08_c11_2800mm	A	1.00	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	RESOLVED	KEEP
D08_c11_2800mm	B	0.50	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	INERT	REJECT
D08_c11_2800mm	B	0.50	2	8	0.0476428	0.0477026	0.0477	4.1030	2.1270	1.9290	INERT	REJECT
D08_c11_2800mm	B	0.50	3	7	0.000222414	0.000222796	0.0002	503.5640	2.0200	249.2891	RESOLVED	REJECT
D08_c11_2800mm	B	1.00	1	9	0.0571409	0.0571759	0.0572	7.3480	2.2150	3.3174	RESOLVED	REJECT
D08_c11_2800mm	B	1.00	2	8	0.0476428	0.0477026	0.0477	4.1030	2.1270	1.9290	RESOLVED	REJECT
D08_c11_2800mm	B	1.00	3	7	0.000222414	0.000222796	0.0002	503.5640	2.0200	249.2891	RESOLVED	KEEP
D09_c14_3800mm	A	0.00	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	INERT	REJECT
D09_c14_3800mm	A	0.00	2	8	0.403639	0.403895	0.4039	1.6950	2.1270	0.7969	INERT	KEEP
D09_c14_3800mm	A	0.25	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	INERT	REJECT
D09_c14_3800mm	A	0.25	2	8	0.403639	0.403895	0.4039	1.6950	2.1270	0.7969	INERT	KEEP
D09_c14_3800mm	A	0.50	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	INERT	REJECT
D09_c14_3800mm	A	0.50	2	8	0.403639	0.403895	0.4039	1.6950	2.1270	0.7969	RESOLVED	KEEP
D09_c14_3800mm	A	1.00	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	RESOLVED	KEEP
D09_c14_3800mm	B	0.50	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	INERT	REJECT
D09_c14_3800mm	B	0.50	2	8	0.403639	0.403895	0.4039	1.6950	2.1270	0.7969	INERT	KEEP
D09_c14_3800mm	B	1.00	1	9	0.653908	0.65428	0.6542	2.2960	2.2150	1.0366	RESOLVED	REJECT
D09_c14_3800mm	B	1.00	2	8	0.403639	0.403895	0.4039	1.6950	2.1270	0.7969	RESOLVED	KEEP
D10_rc16_3250mm_sparse	A	0.00	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	INERT	KEEP
D10_rc16_3250mm_sparse	A	0.25	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	RESOLVED	KEEP
D10_rc16_3250mm_sparse	A	0.50	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	RESOLVED	KEEP
D10_rc16_3250mm_sparse	A	1.00	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	RESOLVED	KEEP
D10_rc16_3250mm_sparse	B	0.50	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	INERT	KEEP
D10_rc16_3250mm_sparse	B	1.00	1	9	0.249765	0.249988	0.2499	2.0250	2.2150	0.9142	RESOLVED	KEEP
D11_rc10_585_afbin2	A	0.00	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	INERT	REJECT
D11_rc10_585_afbin2	A	0.00	2	8	0.0508245	0.0509602	0.0509	1.8490	2.1270	0.8693	INERT	KEEP
D11_rc10_585_afbin2	A	0.25	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	RESOLVED	KEEP
D11_rc10_585_afbin2	A	0.50	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	RESOLVED	KEEP
D11_rc10_585_afbin2	A	1.00	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	RESOLVED	KEEP
D11_rc10_585_afbin2	B	0.50	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	INERT	REJECT
D11_rc10_585_afbin2	B	0.50	2	8	0.0508245	0.0509602	0.0509	1.8490	2.1270	0.8693	INERT	KEEP
D11_rc10_585_afbin2	B	1.00	1	9	0.0647168	0.0647915	0.0648	2.5780	2.2150	1.1639	RESOLVED	REJECT
D11_rc10_585_afbin2	B	1.00	2	8	0.0508245	0.0509602	0.0509	1.8490	2.1270	0.8693	RESOLVED	KEEP
D12_c14_585_afbin2	A	0.00	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	INERT	REJECT
D12_c14_585_afbin2	A	0.00	2	8	0.400819	0.401367	0.4012	1.0980	2.1270	0.5162	INERT	KEEP
D12_c14_585_afbin2	A	0.25	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	RESOLVED	REJECT
D12_c14_585_afbin2	A	0.25	2	8	0.400819	0.401367	0.4012	1.0980	2.1270	0.5162	INERT	KEEP
D12_c14_585_afbin2	A	0.50	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	RESOLVED	KEEP
D12_c14_585_afbin2	A	1.00	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	RESOLVED	KEEP
D12_c14_585_afbin2	B	0.50	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	INERT	REJECT
D12_c14_585_afbin2	B	0.50	2	8	0.400819	0.401367	0.4012	1.0980	2.1270	0.5162	INERT	KEEP
D12_c14_585_afbin2	B	1.00	1	9	0.161974	0.162048	0.1620	4.3850	2.2150	1.9797	RESOLVED	REJECT
D12_c14_585_afbin2	B	1.00	2	8	0.400819	0.401367	0.4012	1.0980	2.1270	0.5162	INERT	KEEP
D13_apo200_1800mm	A	0.00	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	INERT	KEEP
D13_apo200_1800mm	A	0.25	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	INERT	KEEP
D13_apo200_1800mm	A	0.50	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	RESOLVED	KEEP
D13_apo200_1800mm	A	1.00	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	RESOLVED	KEEP
D13_apo200_1800mm	B	0.50	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	INERT	KEEP
D13_apo200_1800mm	B	1.00	1	9	0.295907	0.296084	0.2960	1.6220	2.2150	0.7323	RESOLVED	KEEP
D14_cdk14_2563mm_e47	A	0.00	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	INERT	KEEP
D14_cdk14_2563mm_e47	A	0.25	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	RESOLVED	KEEP
D14_cdk14_2563mm_e47	A	0.50	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	RESOLVED	KEEP
D14_cdk14_2563mm_e47	A	1.00	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	RESOLVED	KEEP
D14_cdk14_2563mm_e47	B	0.50	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	INERT	KEEP
D14_cdk14_2563mm_e47	B	1.00	1	9	0.150582	0.150679	0.1506	1.9320	2.2150	0.8722	RESOLVED	KEEP
D15_cdk20_3454mm_e47	A	0.00	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	INERT	KEEP
D15_cdk20_3454mm_e47	A	0.25	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	INERT	KEEP
D15_cdk20_3454mm_e47	A	0.50	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	RESOLVED	KEEP
D15_cdk20_3454mm_e47	A	1.00	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	RESOLVED	KEEP
D15_cdk20_3454mm_e47	B	0.50	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	INERT	KEEP
D15_cdk20_3454mm_e47	B	1.00	1	9	0.49877	0.499235	0.4988	1.5030	2.2150	0.6786	RESOLVED	KEEP
D16_esprit550_ha3	A	0.00	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	INERT	REJECT
D16_esprit550_ha3	A	0.00	2	8	0.624323	0.62508	0.6247	1.0890	2.1270	0.5120	INERT	KEEP
D16_esprit550_ha3	A	0.25	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	INERT	REJECT
D16_esprit550_ha3	A	0.25	2	8	0.624323	0.62508	0.6247	1.0890	2.1270	0.5120	INERT	KEEP
D16_esprit550_ha3	A	0.50	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	RESOLVED	REJECT
D16_esprit550_ha3	A	0.50	2	8	0.624323	0.62508	0.6247	1.0890	2.1270	0.5120	INERT	KEEP
D16_esprit550_ha3	A	1.00	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	RESOLVED	KEEP
D16_esprit550_ha3	B	0.50	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	INERT	REJECT
D16_esprit550_ha3	B	0.50	2	8	0.624323	0.62508	0.6247	1.0890	2.1270	0.5120	INERT	KEEP
D16_esprit550_ha3	B	1.00	1	9	0.314097	0.314168	0.3141	4.7630	2.2150	2.1503	RESOLVED	REJECT
D16_esprit550_ha3	B	1.00	2	8	0.624323	0.62508	0.6247	1.0890	2.1270	0.5120	INERT	KEEP
D17_cdk14_oiii5	A	0.00	1	9	0.502667	0.502925	0.5029	2.7180	2.2150	1.2271	INERT	REJECT
D17_cdk14_oiii5	A	0.00	2	8	0.304864	0.305049	0.3050	2.2880	2.1270	1.0757	INERT	REJECT
D17_cdk14_oiii5	A	0.00	3	7	0.345867	0.346335	0.3461	1.1670	2.0200	0.5777	INERT	KEEP
D17_cdk14_oiii5	A	0.25	1	9	0.502667	0.502925	0.5029	2.7180	2.2150	1.2271	INERT	REJECT
D17_cdk14_oiii5	A	0.25	2	8	0.304864	0.305049	0.3050	2.2880	2.1270	1.0757	INERT	REJECT
D17_cdk14_oiii5	A	0.25	3	7	0.345867	0.346335	0.3461	1.1670	2.0200	0.5777	INERT	KEEP
D17_cdk14_oiii5	A	0.50	1	9	0.502667	0.502925	0.5029	2.7180	2.2150	1.2271	INERT	REJECT
D17_cdk14_oiii5	A	0.50	2	8	0.304864	0.305049	0.3050	2.2880	2.1270	1.0757	RESOLVED	KEEP
